Date,ARKK_ret,Volume,Mom,Mkt-RF,SMB,HML,RMW,CMA
20170503,-0.001755413,8200,-0.0002,-0.0019,-0.0052,0.0021,-0.0004,0.0013
20170504,-0.009324009,13300,-0.0001,0.0002,-0.0013,-0.0035,0.0036,-0.0071
20170505,0.005307485,13200,-0.003,0.0046,0.0011,0,-0.0022,0.0065
20170508,-0.008108069,18600,0.0001,-0.0004,-0.002,0.0026,0.0013,0.0008
20170509,0.015461886,34900,0.0005,-0.0005,0.004,-0.008,0.0034,-0.0037
20170510,0.00679571,21700,0.0005,0.002,0.0025,0.0002,-0.0031,0.0039
20170511,0.002603774,36700,0.0013,-0.0026,-0.0043,-0.0016,-0.0025,-0.0002
20170512,0.005306737,30000,0.0031,-0.0018,-0.0038,-0.006,-0.0027,-0.0033
20170515,0.002604241,48600,0.0007,0.0053,0.0025,0.0021,-0.0031,0.0004
20170516,0.003149352,27200,0.0083,-0.0003,0.001,-0.0009,-0.0025,-0.0012
20170517,-0.031875426,48500,-0.0155,-0.0197,-0.0096,-0.006,0.0053,0.0029
20170518,0.025562763,37900,0.0057,0.004,0.0001,-0.0039,-0.0034,-0.006
20170519,-0.004068084,54300,-0.0025,0.007,-0.0033,0.004,-0.0009,0.0079
20170522,0.008109141,88200,0.0036,0.0056,0.0025,-0.003,-0.0004,-0.0031
20170523,-0.003269161,36900,0.0056,0.0018,-0.0002,0.0064,-0.0023,0.0008
20170524,0.025771362,99000,0.0013,0.0024,-0.0019,-0.0046,0.0014,-0.003
20170525,-0.003830014,117300,0.0058,0.0042,-0.0035,-0.0074,0.0054,-0.0063
20170526,-0.014649459,105500,0.0016,0.0006,-0.0003,0.001,0.0018,0.0014
20170530,-0.006706707,80500,0.0008,-0.0019,-0.0054,-0.0035,0.0063,-0.0004
20170531,0.002120855,127900,-0.0002,-0.0002,-0.0004,-0.0053,0.0028,-0.0009
20170601,0.016853897,105100,-0.0042,0.0095,0.0102,0.0004,-0.002,0.0005
20170602,-0.001711708,68300,0.0055,0.0035,0.0044,-0.0076,0.0016,-0.0048
20170605,-0.00510906,52100,0.0005,-0.0017,-0.0046,-0.0003,-0.0017,0.0005
20170606,0.009265649,127000,-0.0011,-0.0028,0.0011,-0.0002,-0.0047,0.0038
20170607,-0.004259635,40700,0.0112,0.0015,-0.0012,-0.0003,0.0053,-0.0067
20170608,0.005407232,63700,0.0097,0.0018,0.0119,0.0093,-0.0069,-0.0005
20170609,-0.036564171,126700,-0.0157,-0.0012,0.003,0.0242,-0.0015,0.0109
20170612,-0.010500525,74400,-0.0122,-0.0011,-0.0017,0.0033,0.0008,0.0057
20170613,0.01198442,59200,0.0053,0.0055,0.0006,-0.0013,-0.003,-0.0008
20170614,-0.018282201,46500,-0.0021,-0.0017,-0.0055,-0.0052,0.0012,-0.0052
20170615,0.011412268,51800,0.0027,-0.003,-0.003,-0.0011,0.0008,-0.001
20170616,0.008091873,23600,0.0011,-0.0003,-0.0025,-0.0015,-0.0046,0.0016
20170619,0.016996185,56000,0.0078,0.0086,0.0011,-0.0075,-0.0011,-0.001
20170620,-0.003057099,85600,0.0018,-0.0073,-0.0044,-0.005,-0.0021,-0.0023
20170621,0.012240734,66000,0.0062,-0.0007,-0.0023,-0.0168,-0.0023,-0.0115
20170622,0.008389262,163900,-0.0053,0.0002,0.0046,-0.0041,-0.0017,-0.0002
20170623,0.008319468,92800,-0.0009,0.0024,0.0075,-0.0048,-0.0037,0.0008
20170626,-0.023552502,108500,-0.0058,0.0004,0.0008,0.007,0.0022,0.0018
20170627,-0.020261658,94700,-0.0032,-0.0085,-0.0021,0.0134,0.0034,0.0035
20170628,0.015201057,89300,0.009,0.0102,0.008,0.0022,-0.002,-0.001
20170629,-0.017579866,68800,-0.0049,-0.0083,0.0005,0.0137,-0.0023,0.0034
20170630,-0.010594634,123100,-0.0035,0.0014,-0.001,-0.0029,0.0021,0.003
20170703,-0.012345713,32700,-0.0059,0.0024,0.0044,0.0121,-0.0053,0.0071
20170705,0.00520111,46300,0.0144,0.0012,-0.0069,-0.0058,0.0014,-0.0067
20170706,-0.013888855,52600,0.0074,-0.0095,-0.0044,0.0012,0.0021,-0.0008
20170707,0.002807018,105100,0.0082,0.007,0.004,-0.0041,0.0018,-0.005
20170710,-0.005921212,57500,0.0041,0.0005,-0.0047,-0.0007,-0.0012,0
20170711,0.01048951,34100,0.0001,0,0.0029,-0.0055,-0.0033,0.0018
20170712,0.007887483,49900,0.0032,0.0072,0.0006,-0.0052,0.0012,-0.0021
20170713,-0.006114164,58300,-0.0037,0.0017,-0.0001,0.0039,-0.0004,0.0018
20170714,-0.005259518,30500,-0.0014,0.0042,-0.0022,-0.0052,0.0016,-0.0001
20170717,-0.009189857,44700,-0.0017,0,0.0022,0.001,0.0018,0.0008
20170718,0.01308093,46800,0.0045,0.0004,-0.0036,-0.003,-0.001,-0.0041
20170719,-0.00067823,189800,-0.0034,0.0059,0.0046,0.0003,-0.0023,0.002
20170720,0.009507606,47300,-0.0006,-0.0001,0.0005,-0.0005,0.0013,-0.0029
20170721,0.008078156,77100,0.0032,-0.0008,-0.0042,-0.0024,0,-0.0033
20170724,0.017414534,83900,0.0097,-0.0003,0.0011,-0.0018,-0.0024,-0.004
20170725,-0.00655741,98000,-0.0069,0.0038,0.0044,0.0096,-0.0019,0.0065
20170726,-0.005581024,105800,-0.0019,-0.0006,-0.0048,-0.0076,-0.0017,0.0008
20170727,-0.019395135,86500,-0.0107,-0.0014,-0.0068,0.0044,0.0028,0.0035
20170728,0.01318455,40800,0.0018,-0.0017,-0.0006,0.0027,-0.0022,0.0026
20170731,-0.017838196,31100,-0.0004,-0.0011,-0.0026,0.0046,-0.0009,0.0008
20170801,-0.004357995,28600,0.0062,0.0024,-0.0013,0.0014,0.0027,-0.005
20170802,0.00377101,27100,0.0064,-0.0008,-0.0115,0.0015,0.0003,-0.0037
20170803,0.0015005,32000,0.0029,-0.0021,-0.0035,-0.0033,0.0028,-0.0034
20170804,0.007289596,68600,0.0002,0.0025,0.0037,0.0039,-0.0003,0.0009
20170807,0.018749967,96300,0.0041,0.0016,-0.001,-0.0058,0.0024,-0.0036
20170808,-0.002580645,80600,0.0057,-0.0024,-0.0008,0.0024,-0.0033,-0.0019
20170809,-0.000326297,90100,-0.0022,-0.0014,-0.008,-0.0007,0.0014,0.0004
20170810,-0.01795036,45300,-0.0047,-0.0149,-0.0031,0.0027,0.003,0.0011
20170811,0.023294543,52000,0,0.0019,0.0017,-0.0087,0.0036,-0.0008
20170814,0.015674984,278000,0.0111,0.0103,0.0032,0.0012,-0.0004,-0.0046
20170815,-0.024329382,72800,0.0061,-0.0011,-0.0087,-0.0002,-0.0017,-0.0025
20170816,0.008314711,56200,-0.0003,0.0018,-0.0014,-0.0044,0.0033,-0.0014
20170817,-0.016825429,66300,-0.0049,-0.016,-0.0018,-0.0017,-0.0004,0.0014
20170818,-0.010299324,34600,0.002,-0.0015,0.0011,0.0024,-0.0027,-0.0001
20170821,-0.00614095,66800,0.0005,0.0006,-0.0027,-0.0022,0.0019,-0.0014
20170822,0.014577227,58200,0.0046,0.0106,-0.0002,-0.0024,-0.0017,0.0018
20170823,0.00607032,74200,-0.0025,-0.0033,0.0012,0.0042,-0.0049,0.0012
20170824,0.002210294,68300,0.0004,-0.0014,0.0057,0.0017,-0.0048,0.0021
20170825,-0.0134933,46700,-0.0045,0.0018,0.0016,0.0055,0.0012,0.0024
20170828,0.00466421,72700,0.0041,0.0008,0.003,-0.0074,0.0019,-0.0012
20170829,0.022125242,147400,0.0022,0.001,0.001,-0.0038,0,0.0008
20170830,0.013956281,141200,0.0054,0.0053,0,-0.0032,0.001,-0.0038
20170831,0.007138525,248400,0.0002,0.0062,0.0038,-0.0043,-0.0031,0.0007
20170901,-0.021239454,216400,-0.0038,0.0027,0.0043,0.0041,-0.0008,0.0035
20170905,-0.002387288,113500,-0.007,-0.0081,-0.0003,-0.0098,-0.0006,0.0049
20170906,0.000297294,85200,-0.0077,0.0028,-0.0005,0.0012,-0.0037,0.0016
20170907,-0.003837101,79200,0.0003,-0.0007,0.0002,-0.0091,0.0002,0.0013
20170908,-0.015680444,64000,0.0045,-0.0016,0.0012,0.0038,0.0022,-0.0011
20170911,0.009883259,110800,0.0031,0.0108,-0.0006,0.0064,-0.0032,-0.0009
20170912,-0.002356465,109200,-0.0057,0.0044,0.0033,0.0072,0.0009,0.0018
20170913,-0.002956801,121300,-0.006,0.0011,0.0027,0.0032,-0.0033,0.0012
20170914,-0.000893478,70200,0.0002,-0.0012,-0.0006,-0.0006,-0.0032,0.0024
20170915,0.01222421,126200,-0.0022,0.0019,0.0025,0.0014,0.0029,-0.0003
20170918,0.006444113,220600,0.0048,0.0024,0.004,0.002,-0.0048,0.0024
20170919,-0.007830655,113500,0.0075,0.0015,-0.002,0.0039,0.0004,0.0005
20170920,-0.000291518,106700,-0.003,0.0016,0.0027,0.0049,-0.0018,0.0031
20170921,-0.008175153,80600,0.0006,-0.0028,0.0015,0.0037,-0.0005,-0.0006
20170922,-0.002354267,89300,-0.0035,0.0012,0.0043,0.0012,0.0039,0.0031
20170925,-0.017078858,95000,-0.0147,-0.0025,0.0035,0.0059,-0.0021,0.0061
20170926,-0.01012206,49900,-0.0006,0.0005,0.0047,0.0017,0.0057,-0.0017
20170927,0.010152284,106700,0.0081,0.0063,0.0143,0.0022,-0.0028,-0.0048
20170928,0.007678618,117200,0.0048,0.0013,0.0017,-0.0004,-0.001,-0.0015
20170929,0.004335062,100900,0.0042,0.0035,-0.0014,-0.0026,-0.0011,-0.0032
20171002,0.000871138,100500,0.0001,0.005,0.0089,0.0013,-0.0022,0.0024
20171003,0.005780376,112100,0.0001,0.0026,-0.0003,-0.0005,-0.0002,-0.0009
20171004,-0.007161272,98300,0.0025,0.0005,-0.0034,-0.0045,-0.0011,0.0004
20171005,0.005151689,113000,0.0001,0.0055,-0.0031,0.0038,-0.0031,-0.0018
20171006,-0.002847352,114000,0.0064,-0.0008,-0.0008,-0.0025,0.0016,-0.0036
20171009,-0.009719524,80000,0.0056,-0.0022,-0.0028,0,0.0011,-0.0021
20171010,-0.012769608,103900,0,0.0024,0.0004,0.0043,0.0011,-0.001
20171011,-0.001434309,93100,0.0041,0.0016,-0.0025,-0.0019,-0.0005,-0.001
20171012,0.000286394,167100,0.0065,-0.0018,-0.001,-0.0052,0.0017,0.001
20171013,-0.010102419,82700,-0.0002,0.0004,-0.0028,0.0014,0.0019,0.0003
20171016,-0.005447305,79800,0.0026,0.0017,-0.0028,0.0036,0.0002,-0.0005
20171017,0.001730661,97400,-0.0022,0.0001,-0.0035,-0.0031,0.0042,-0.0018
20171018,-0.004591076,85200,0.0019,0.0014,0.0036,0.0022,0.0031,-0.0014
20171019,-0.005211349,95400,-0.0022,0.0002,-0.0036,0.0016,0.0015,0.0008
20171020,0.005773701,76100,0.0012,0.0057,0,0.0027,0.0009,0
20171023,-0.014277556,156300,0.0042,-0.0045,-0.0036,0.0018,0.0026,-0.0036
20171024,-0.007796708,98900,0.0067,0.002,-0.0011,0.005,0.0001,-0.0011
20171025,-0.018620862,157200,-0.0008,-0.0051,0.0004,0.0015,0.0024,-0.0049
20171026,0.001756867,124800,0.0031,0.002,0.0007,0.0029,0.0016,-0.0018
20171027,0.014851427,152200,0.0097,0.0082,-0.0007,-0.0098,0.001,-0.0124
20171030,0.003436512,251600,-0.0016,-0.0046,-0.0079,-0.0005,-0.0056,-0.003
20171031,0.01312408,234800,0.0039,0.0023,0.0077,-0.0025,-0.002,0.0012
20171101,-0.022371338,147200,-0.0048,0.0005,-0.008,0.0008,-0.0001,-0.0005
20171102,-0.002005731,120500,0.0077,0.0006,0.0002,0.005,-0.0025,0.0029
20171103,0.011461231,194200,0.0048,0.0031,-0.0054,-0.0072,-0.0015,-0.0009
20171106,-0.003675346,160900,-0.0041,0.0006,0.0015,0.0019,-0.0064,0.0019
20171107,-0.011614731,145300,-0.0025,-0.002,-0.0142,-0.004,0.0046,-0.0011
20171108,0.003159104,122000,-0.0003,0.0012,-0.0004,-0.0059,0.0056,-0.001
20171109,0.000577396,160800,-0.0082,-0.0041,-0.0001,0.0022,0.0001,0.0005
20171110,0.004050926,98400,-0.0011,0.0001,0.0006,-0.0043,0.0022,0.001
20171113,0.005481766,97600,0.0082,0.0009,-0.0029,0.0009,0.0003,-0.008
20171114,-0.006048473,161000,0.0093,-0.0022,-0.0006,0.0001,0.0094,-0.005
20171115,0.007278021,196300,-0.0012,-0.0052,0.0005,0.0023,-0.0006,0.0016
20171116,0.009725401,124900,0.0019,0.0101,0.0085,-0.0054,0.0054,-0.0004
20171117,0.0002819,174700,-0.0134,-0.0014,0.0071,0.0028,-0.0017,0.0045
20171120,0.003640465,213500,0.0046,0.0021,0.0062,0.0002,0.0025,0
20171121,0.008580072,193500,0.0093,0.0067,0.0036,-0.0033,0.0003,-0.0058
20171122,0.005195461,277400,-0.0088,-0.0005,0.0008,-0.0007,-0.0022,0.0022
20171124,0.000270755,229100,0.005,0.0021,0,-0.0044,0.0005,-0.0008
20171127,0.003230991,301400,0.0015,-0.0006,-0.003,0.0001,0.006,-0.0016
20171128,0.005874419,433800,-0.0047,0.0106,0.0056,0.0086,0.0029,-0.0001
20171129,-0.025303084,354600,-0.0229,0.0002,0.0034,0.0149,0.0077,0.0049
20171130,0.003236219,249800,0.005,0.0082,-0.0061,-0.0052,-0.002,0.0014
20171201,0.004026899,267200,-0.0046,-0.0022,-0.0032,0.0037,-0.0041,0.0036
20171204,-0.034174526,305400,-0.0198,-0.001,-0.0013,0.0123,0.0096,0.0052
20171205,-0.010884408,163100,0.0094,-0.0043,-0.0047,-0.0023,0.0022,-0.0018
20171206,0.008282689,230800,0.0089,-0.0009,-0.0051,-0.0053,0.0042,-0.0052
20171207,0.007886891,463900,0.007,0.0042,0.0027,-0.002,-0.0023,0.0012
20171208,-0.014220499,284400,-0.0047,0.0051,-0.0045,-0.0014,-0.0007,0.0015
20171211,-0.001080124,321900,-0.0028,0.0026,-0.0043,-0.0018,-0.0005,0.0008
20171212,0.008597528,458000,-0.0057,0.0007,-0.0044,0.005,0.0004,0.0009
20171213,-0.002387928,380100,0.0056,0.0002,0.0062,-0.0089,0.0028,-0.0007
20171214,-0.006610259,233800,0.0047,-0.0047,-0.0076,-0.0022,-0.0017,-0.0013
20171215,0.012108423,392700,0.0025,0.0092,0.0068,0.0004,0.0032,-0.0048
20171218,0.020178722,924600,-0.001,0.0067,0.0082,0.0027,0.0021,0.0017
20171219,-0.017592385,614200,-0.0006,-0.003,-0.0033,-0.0024,0.0026,0.0038
20171220,-0.024433672,449000,-0.0028,0.0001,0.0037,0.0006,-0.0016,0.0034
20171221,-0.016927135,370800,-0.0075,0.0024,0.003,0.0063,-0.0071,0.0032
20171222,0.009898314,340100,0.0011,-0.0007,-0.002,-0.0021,-0.001,0.0021
20171226,0.009498575,190300,-0.004,-0.0007,0.0031,-0.0007,-0.0012,0.0058
20171227,-0.010279389,222500,0.0059,0.0005,-0.0016,-0.002,0.0009,-0.0015
20171228,0.00187316,219400,-0.0008,0.0022,0.001,0.0005,-0.0014,-0.0021
20171229,-0.012516565,217200,-0.0018,-0.0057,-0.0031,0,0.0017,0.0017
20180102,0.033208409,420000,-0.0064,0.0085,0.0031,-0.0021,-0.005,0.0031
20180103,-0.005391502,667300,0.0022,0.0059,-0.0047,-0.0019,-0.007,-0.0006
20180104,-0.005882328,358600,-0.002,0.0042,-0.0022,0.0025,-0.0001,0.0031
20180105,0.006113143,361200,0.006,0.0066,-0.0037,-0.0025,0.0037,-0.0037
20180108,0.005639631,421100,0.0015,0.0019,-0.0019,0.0004,-0.0007,0.0001
20180109,0.001528688,246800,0.0051,0.0015,-0.0039,-0.0004,-0.0013,0.0002
20180110,0.007670647,214500,-0.002,-0.0007,0.0013,0.0056,-0.0032,0.0002
20180111,0.000253114,295400,-0.0029,0.0087,0.0112,0.003,-0.0021,0.0058
20180112,-0.003263077,347500,0,0.0066,-0.0033,0.0016,-0.001,0.0018
20180116,-0.0295,452700,-0.0018,-0.0049,-0.0099,0.0001,0.0044,-0.004
20180117,0.002270459,260900,0.0099,0.0095,-0.0005,-0.001,-0.0009,-0.001
20180118,0.001758794,257200,0.0043,-0.0018,-0.0043,-0.0025,0.0029,-0.0038
20180119,-0.002746567,293500,0.0056,0.0057,0.0093,-0.0005,0.0007,0.0011
20180122,0.018610422,819100,-0.0031,0.0077,-0.0035,-0.0016,-0.0054,0.0022
20180123,0.006293851,628200,0.0002,0.0022,0.0007,-0.0036,-0.0038,-0.0026
20180124,-0.014783,655600,-0.0019,-0.0013,-0.0075,0.0044,0,0.001
20180125,-0.008881397,311800,0.0063,0.0007,0.0011,-0.0054,0.0019,-0.0019
20180126,0.01570041,440100,0.0059,0.0111,-0.0061,-0.0051,0.0029,-0.0016
20180129,0.006658811,409900,-0.0012,-0.0062,-0.0002,-0.0028,0.0016,-0.004
20180130,-0.00716,399500,0.0032,-0.0106,0.0012,-0.0021,0.0038,-0.0041
20180131,-0.015751789,466900,0.0029,-0.0007,-0.0067,0.0011,0.001,-0.0003
20180201,0.001474588,331200,-0.0018,0.0003,0.0012,0.0053,-0.0053,0
20180202,-0.020669292,534800,0.0015,-0.0213,0.0001,-0.0029,0.0061,-0.0051
20180205,-0.017907419,959900,-0.0023,-0.0403,0.0065,-0.0058,0.0017,-0.0007
20180206,0.048012774,821300,0.0077,0.0167,-0.0048,-0.0018,0.0005,-0.0002
20180207,0.011681031,405300,0.0015,-0.0038,0.006,0.002,0.0034,0.0022
20180208,-0.061345208,392300,-0.0115,-0.0368,0.008,0.0051,0.0041,-0.0004
20180209,-0.002080676,607800,0.0058,0.0136,-0.0055,0.0015,0.0017,-0.0032
20180212,-0.008682329,506300,0.0052,0.0136,-0.0047,-0.003,-0.0023,-0.0009
20180213,0.017409353,258700,0.0062,0.0031,0.0013,-0.0024,0.0021,-0.001
20180214,0.031233947,455000,0.0021,0.0152,0.0028,0.0048,-0.0066,-0.0004
20180215,0.005875202,486400,0.0029,0.0121,-0.0016,-0.0063,0.002,-0.0034
20180216,-0.000973163,286900,-0.0016,0.0003,0.0036,0.0016,0.0003,0.0005
20180220,0.006625767,337000,0.003,-0.0062,-0.0035,-0.0024,-0.0026,-0.0014
20180221,-0.005328191,348400,0.0079,-0.0043,0.008,0.0023,0.0007,-0.0019
20180222,-0.010381362,599700,0.0019,0.0001,-0.0005,-0.0041,0.0014,0.0048
20180223,0.002414827,282500,0.0004,0.0154,-0.0038,-0.0015,-0.0017,-0.0007
20180226,0.012670308,439700,0.0011,0.0112,-0.0048,-0.0007,-0.0016,-0.0023
20180227,-0.016745353,257500,0.0026,-0.0125,-0.0019,0.0003,-0.0009,-0.0006
20180228,-0.020588939,303700,0.0052,-0.0111,-0.0044,-0.0032,0.0021,-0.0027
20180301,-0.005609756,389000,-0.0082,-0.0119,0.0097,-0.0002,-0.0024,0.0006
20180302,0.044055018,358200,-0.0018,0.007,0.0111,-0.0049,-0.0041,-0.0034
20180305,0.02283105,421000,-0.0041,0.0106,-0.0041,0.0023,-0.0059,0.0009
20180306,0.000232782,537300,0.0038,0.0036,0.0069,0.0012,0.0022,-0.0002
20180307,0.023468669,492500,0.0079,0.0005,0.0076,-0.0044,-0.0004,-0.0031
20180308,0.001821539,526400,-0.001,0.0037,-0.0058,-0.0036,0.0001,-0.0018
20180309,0.008084438,666000,0.0063,0.017,-0.002,0.0028,-0.0025,0.0001
20180312,-0.004647024,645700,-0.0053,-0.0009,0.0044,-0.0008,-0.0034,-0.0023
20180313,-0.017466306,524000,-0.0006,-0.0067,0.0009,0.0003,0.0048,0
20180314,-0.012530723,366000,0.0033,-0.0053,0.0015,-0.0057,-0.0011,-0.0039
20180315,-0.015568569,295300,0.0027,-0.0018,-0.0039,0.0031,0.0014,-0.0012
20180316,-0.006407391,266600,-0.0044,0.0025,0.0047,0.0017,0.0006,0.0029
20180319,-0.009302372,475200,0.0045,-0.0138,0.0041,0.0041,0.0032,0.001
20180320,-0.006054937,209500,0.0129,0.0015,-0.0013,-0.0036,-0.0002,-0.0007
20180321,-0.001871392,252400,-0.003,-0.0006,0.0069,0.0044,-0.0108,0.0087
20180322,-0.013327011,319700,-0.0097,-0.0254,0.004,-0.0049,0.0021,0.0001
20180323,-0.018115941,420100,-0.0033,-0.0209,0.0009,-0.0023,0.0013,0.0077
20180326,0.002414827,312000,0.013,0.0267,-0.0062,0.0003,0,-0.0061
20180327,-0.059006258,615400,-0.0183,-0.0187,-0.0022,0.0037,0.0078,0.0054
20180328,-0.017656166,654300,-0.0119,-0.0035,0.002,0.0064,0.0075,-0.0009
20180329,0.009821685,352200,0.006,0.0141,-0.0031,-0.0022,-0.0037,-0.0016
20180402,-0.02375417,593600,-0.0017,-0.0229,-0.0008,0.0037,0.0016,-0.0006
20180403,-0.001562145,332100,-0.0016,0.0124,-0.0002,0.0019,0.0025,0.0018
20180404,0.052532805,261700,0.0008,0.0117,0.0034,-0.0031,0.0006,-0.0013
20180405,-0.011255653,323900,-0.0038,0.0075,0.0005,0.0047,0.0011,0.0028
20180406,-0.018386134,235300,-0.0059,-0.0219,0.0037,-0.0006,0.0013,-0.0005
20180409,-0.005911077,187300,0.006,0.003,-0.0024,-0.0052,-0.0075,-0.0028
20180410,0.012683917,349900,0.0039,0.0177,0.0033,-0.0012,-0.0084,0.0055
20180411,0.007539557,192000,-0.0053,-0.0049,0.0079,-0.0031,-0.0062,0.003
20180412,-0.000986218,257200,0.0126,0.0084,-0.0017,0.0018,-0.0022,0.0008
20180413,-0.015414657,232900,-0.008,-0.0037,-0.0011,-0.0025,-0.0007,0.002
20180416,-0.007893438,188200,-0.0002,0.0082,0.0015,-0.0002,0.008,0.0003
20180417,0.018710045,252300,0.0108,0.0109,0.0001,-0.0118,-0.0024,-0.0041
20180418,0.001442356,313900,0.0004,0.0013,0.002,0.0002,-0.0028,0.0049
20180419,-0.008894183,252400,0.0064,-0.0049,-0.0031,0.0108,-0.0048,0.0006
20180420,-0.006562956,183500,0.0005,-0.0081,0.001,0.0058,-0.0054,0.0028
20180423,-0.021897738,241400,-0.0029,-0.0005,-0.0007,0.0019,0.003,0.001
20180424,-0.016625261,285900,-0.0103,-0.013,0.0065,0.0102,0.0005,0.0009
20180425,-0.01744622,304100,-0.0056,0.001,-0.0028,0.0006,0.0041,0.0013
20180426,0.006106921,170800,0.0099,0.0096,-0.0054,-0.0084,-0.0053,-0.0042
20180427,-0.012785109,126100,0.0029,0.0001,-0.0026,0.0004,0.0061,0.0009
20180430,-0.005596566,198700,0.0023,-0.008,-0.0006,-0.0009,-0.0041,-0.0006
20180501,0.013835537,120800,0.0043,0.0024,0.0025,-0.0053,-0.0005,-0.0095
20180502,0.001519296,162900,0.004,-0.0063,0.0125,-0.0036,0.0004,0.0002
20180503,0.00050932,216300,0.009,-0.0025,-0.0061,-0.0015,0.0005,-0.0012
20180504,0.02438401,117200,-0.004,0.013,-0.0002,-0.002,-0.0043,0
20180507,0.018910227,246200,0.0038,0.0042,0.0038,-0.0033,-0.0053,-0.0022
20180508,0.011018634,220700,0.0048,0.0007,0.0051,0.0024,-0.0025,0.0008
20180509,0.02196476,277900,0.0022,0.0089,-0.0029,0.0025,-0.0089,0.0013
20180510,0.001878328,282900,-0.0016,0.0085,-0.0037,-0.0004,0.0023,-0.0033
20180511,0.005793995,214900,0.0014,0.0019,0.0014,-0.0038,0.0025,0.0011
20180514,-0.000930472,262600,-0.0036,0.0005,-0.003,0.0011,-0.002,0.0049
20180515,0.001875686,264800,-0.0009,-0.0055,0.0071,0.004,-0.0007,0.0037
20180516,0.009374315,205400,-0.0002,0.005,0.0069,-0.0025,0.0036,0.0006
20180517,0.003723528,276500,0.002,0.0002,0.0086,0.0029,-0.0035,0.0043
20180518,-0.010448131,225200,0.0063,-0.0023,0.0045,-0.0061,0.0012,-0.0018
20180521,-0.006046465,298200,0.0024,0.0072,-0.0018,0.0044,0.0017,0.0011
20180522,-0.003023279,242100,-0.0025,-0.0042,-0.0065,0.0061,-0.0032,-0.0041
20180523,0.016178147,407900,0.0041,0.0029,-0.0006,-0.007,0,-0.0033
20180524,-0.000693138,275400,0.0014,-0.0016,0.0034,-0.0035,0.0049,0.0011
20180525,-0.001387306,184000,-0.0057,-0.0021,0.0024,-0.0039,0.0055,-0.0058
20180529,0.001627907,197700,-0.0009,-0.0104,0.0111,-0.0103,0.0019,-0.0001
20180530,0.011113661,387600,0.0026,0.0131,0.0004,0.0037,-0.0071,0.0017
20180531,-0.00114861,249600,0.0039,-0.007,0.0005,-0.0042,-0.005,-0.0011
20180601,-0.001596715,304800,0.0064,0.0106,-0.0021,-0.0011,-0.0006,-0.0017
20180604,0.011131259,473500,0.0014,0.0048,0.0018,-0.0045,0.0103,-0.0042
20180605,0.009176365,274700,0.0036,0.0017,0.0078,-0.0044,0.0022,0.0016
20180606,0.013477707,492700,0.0003,0.0086,-0.0028,0.002,-0.0002,0.0017
20180607,-0.012820513,444800,-0.0091,-0.0014,-0.0026,0.0093,0.0017,0.0059
20180608,0.011285727,247800,-0.0011,0.0031,0.0004,-0.004,0.0024,-0.0019
20180611,-0.001308922,374400,-0.0062,0.0012,0.0015,-0.0017,0.002,0.0024
20180612,0.002605842,434600,0.0013,0.0023,0.0018,-0.0063,0.0008,-0.0015
20180613,0.001727159,436500,0.0024,-0.0033,0.0003,-0.002,-0.0054,-0.0019
20180614,0.011988889,510600,-0.0023,0.0027,0.002,-0.01,-0.0003,-0.0061
20180615,0.004888417,321600,-0.0089,-0.0008,0.0012,-0.0024,0.0065,-0.0022
20180618,0.020038329,438700,0.0073,-0.0009,0.0074,0.0008,-0.0041,0.0009
20180619,0.004022824,749600,-0.0066,-0.0038,0.0054,-0.0014,-0.0024,-0.0046
20180620,0.011289922,590400,0.0032,0.0023,0.0066,-0.0051,-0.0015,0.001
20180621,-0.023775026,697400,-0.0034,-0.0073,-0.0055,0.0033,0.0045,0
20180622,-0.017702845,431000,-0.0063,0.0011,-0.0008,0.0046,-0.0053,0.0092
20180625,-0.020121159,676700,-0.0113,-0.0148,-0.0045,0.0057,0.0062,-0.0002
20180626,0.005713074,519600,0.0044,0.0027,0.0051,-0.0024,-0.0048,0.0013
20180627,-0.03411558,560700,-0.0034,-0.0102,-0.01,0.0036,-0.0006,0.0047
20180628,0.011698537,255100,0.0048,0.0058,-0.0021,-0.0051,-0.0018,-0.0052
20180629,-0.007063996,317200,-0.0002,0.0007,-0.0024,-0.0024,-0.0024,-0.0001
20180702,0.018311724,279200,0.0057,0.0036,0.0045,-0.0025,-0.0008,-0.0055
20180703,-0.015052312,140000,-0.0064,-0.0044,0.0076,-0.0002,-0.0029,0.0045
20180705,0.005271272,235000,-0.0032,0.0087,0.0039,-0.0043,0.0034,-0.0018
20180706,0.018538779,302300,0.0009,0.0088,-0.0002,-0.003,-0.0025,-0.0014
20180709,-0.001693164,565800,0.0049,0.0093,-0.0029,0.0086,0.0003,-0.0022
20180710,-0.008236516,371500,-0.0021,0.0021,-0.0082,-0.0017,0.0011,0.0027
20180711,0.010553478,213100,0.0002,-0.0069,-0.0006,-0.0045,-0.0012,-0.003
20180712,0.010154432,321500,0.0054,0.0086,-0.0044,-0.0114,-0.0004,-0.0047
20180713,-0.001881664,327100,0.002,0.0008,-0.0018,-0.0029,0.0034,0.0019
20180716,-0.016963372,293200,0.0039,-0.0016,-0.0061,0.0098,-0.002,-0.0014
20180717,0.017585245,247500,0.004,0.0048,0.0016,-0.0076,0.0012,-0.0024
20180718,-0.004209577,231400,0.0038,0.0027,-0.0014,0.0067,-0.0015,-0.0017
