Date,ARKK_ret,Volume,Mom,Mkt-RF,SMB,HML,RMW,CMA
20160201,0,100,0.0032,-0.0004,-0.0031,-0.01,0.0007,-0.0036
20160202,0,100,0.0124,-0.02,-0.0015,-0.0037,0.0028,0.0039
20160203,0.003494911,300,-0.0241,0.0046,-0.0025,0.0047,0.0042,0.0032
20160204,-0.001812629,2300,-0.0203,0.0027,0.003,0.0035,0.0024,-0.0001
20160205,-0.015873016,3000,-0.0069,-0.0206,-0.0074,0.0164,0.0105,0.0119
20160208,-0.012016021,3200,0.0111,-0.0151,0.0013,0.0083,0.0169,0.0085
20160209,0.003037462,800,0.0176,-0.0009,-0.0054,-0.0028,-0.0001,0.0006
20160210,0,100,0.0065,0.0001,-0.0021,-0.0055,-0.003,-0.0069
20160211,0.006811989,2200,0.0048,-0.0117,0.003,-0.0148,0.0037,-0.0027
20160212,0.01081812,4200,-0.0129,0.0199,-0.0027,0.011,-0.004,0.0021
20160216,0,200,-0.0136,0.0178,0.0052,-0.0053,-0.0001,-0.0024
20160217,0.008187949,500,-0.0233,0.0175,-0.0014,-0.0065,-0.0043,-0.0038
20160218,0,2300,0.001,-0.0051,-0.0003,0.0022,0.0041,0.0048
20160219,0,200,0.0145,0.0006,0.0028,-0.0058,-0.0065,-0.0038
20160222,-0.000606857,2400,-0.0159,0.0143,-0.0018,0.0026,0.0025,-0.0026
20160223,0,200,0.0151,-0.0122,0.0036,-0.0051,0.0074,0.0049
20160224,0.003050763,900,-0.0023,0.0053,0.0066,-0.003,-0.0004,0.0015
20160225,0,200,0.0043,0.011,-0.0045,0.0023,-0.0006,-0.0025
20160226,0,100,-0.0201,-0.0001,0.0086,0.0029,-0.0056,-0.0003
20160229,0,100,-0.0088,-0.0069,0.0071,0.0025,0.0013,0.0052
20160301,0,500,-0.0014,0.0234,-0.0065,0.0039,-0.0058,-0.006
20160302,0,100,-0.0254,0.0054,0.006,0.0068,-0.007,-0.0007
20160303,0.025141185,2300,-0.0192,0.005,0.0057,0.0066,0.0028,0.0032
20160304,0.013668671,1300,-0.0097,0.0037,0.0034,0.0029,0.0009,0.0009
20160307,0.015359298,1400,-0.0239,0.0021,0.013,0.0055,-0.0048,0.004
20160308,0,200,0.0361,-0.0127,-0.0128,-0.0048,0.0066,0.0016
20160309,-0.003325998,1100,-0.0012,0.005,0.001,0.0041,0.0022,0.0017
20160310,-0.028735005,400,0.0056,-0.0011,-0.0077,0.0062,0.0032,0.002
20160311,0,1000,-0.0196,0.0169,0.0031,0.0023,-0.0041,-0.0043
20160314,-0.001627781,200,-0.0007,-0.0012,-0.0015,-0.009,-0.0003,-0.0018
20160315,-0.008888889,400,0.0208,-0.0036,-0.0146,0.0069,0.0045,0.0004
20160316,0.008408072,2200,-0.0117,0.0063,0.0012,-0.001,0.0058,-0.0002
20160317,0,100,-0.0091,0.0072,0.0096,0.0059,0.0011,0.0061
20160318,0.001515097,3900,-0.0086,0.0054,0.0043,-0.0015,-0.0023,0.001
20160321,0,100,-0.0018,0.001,-0.0029,-0.0032,-0.0009,-0.0032
20160322,0.001858349,500,-0.0006,-0.0005,-0.0009,-0.0044,-0.0033,-0.002
20160323,0,0,0.0315,-0.0086,-0.0119,-0.0015,0.007,0.0002
20160324,0.003846099,1400,-0.0052,0,0.0045,-0.0007,0.0006,0.0006
20160328,0,0,0.0083,0.0004,-0.0004,0.0016,-0.0005,0.0021
20160329,0,300,-0.0018,0.0107,0.0169,-0.012,0.0018,-0.0045
20160330,-0.010471204,1400,0.0008,0.0041,-0.0026,0.0016,-0.0006,-0.0001
20160331,-0.0007313,3000,-0.0101,-0.0011,0.0042,-0.0048,-0.0011,-0.0006
20160401,0,0,0.011,0.0064,-0.0032,-0.0062,-0.0038,-0.0011
20160404,0,1000,0.0056,-0.0041,-0.003,-0.008,-0.0025,-0.0016
20160405,0,600,0.0018,-0.0094,-0.0018,-0.0038,0.0008,0.0024
20160406,0.001181963,400,-0.0143,0.0114,0.001,-0.0076,-0.0055,-0.0053
20160407,-0.012658228,1900,0.003,-0.0123,-0.0009,-0.0038,-0.0002,0.0025
20160408,0,200,-0.0061,0.0029,0.0013,0.0068,0.0038,0.0024
20160411,0,0,0.0003,-0.0028,-0.0001,0.0096,0,0.0024
20160412,0,3100,-0.0146,0.0099,0.0001,0.0087,0.0004,-0.0013
20160413,0,100,-0.0132,0.0123,0.0098,0.0038,-0.0047,-0.0041
20160414,0,300,-0.0012,0.0003,-0.0024,0.0014,-0.0035,-0.0007
20160415,0,3000,0.0043,-0.0004,0.0031,-0.0034,0.0023,0.0021
20160418,-0.000957852,5000,-0.0029,0.0065,0.0014,-0.0019,-0.0016,-0.0008
20160419,-0.012022415,1100,-0.0061,0.0029,-0.002,0.0148,-0.0019,0.0028
20160420,0.015308822,700,-0.011,0.0015,0,0.0058,-0.0027,-0.0016
20160421,0.004729455,500,-0.0093,-0.0047,0,-0.006,-0.006,-0.0028
20160422,-0.001013735,1100,-0.0129,0.0012,0.01,0.0052,-0.0008,0.0083
20160425,-0.005575215,700,0.0135,-0.0024,-0.0065,-0.0017,0.001,-0.0008
20160426,0.000562372,3300,-0.0086,0.0029,0.0081,0.008,0.0032,0.0048
20160427,-0.002050282,300,-0.0067,0.0021,0.0016,0.0069,-0.002,0.0065
20160428,0,200,0.0073,-0.0096,-0.0019,-0.0001,-0.005,0.0053
20160429,-0.002641363,7200,0.0071,-0.005,-0.0022,0.0038,0.0002,-0.0019
20160502,0.001053741,300,0.0094,0.0079,0,-0.0038,0.0004,-0.0011
20160503,0,200,0.0164,-0.0105,-0.0074,-0.0045,0.0053,0.0004
20160504,0.000549341,500,0.0126,-0.0066,-0.0015,0.0004,0.0049,0.0033
20160505,0,100,0.0023,-0.0008,-0.0053,0.0006,0.0011,-0.0005
20160506,-0.007194189,3000,0.0023,0.0038,0.0007,0.0024,0.0019,0.0028
20160509,-0.00054615,800,0.0092,0.0005,0.0021,-0.0147,0.0015,-0.0041
20160510,0,100,-0.007,0.0126,-0.0037,0.005,-0.0015,0.0002
20160511,0,100,0.0035,-0.0089,-0.0032,0.008,-0.0039,0.0002
20160512,-0.018644176,1800,0.0118,-0.0011,-0.0063,0.0014,0.0037,0.0002
20160513,-0.000551876,700,0.0019,-0.0082,0.003,-0.0068,-0.0055,-0.0011
20160516,0,100,-0.0073,0.0099,0.0022,-0.0023,-0.001,-0.0026
20160517,0,100,-0.0151,-0.0095,-0.0071,0.0061,-0.0013,-0.0011
20160518,0,100,0.0029,0.001,0.0018,0.009,-0.0129,-0.0065
20160519,-0.001722222,700,0.0022,-0.0033,-0.0033,-0.0026,0.0036,0.0003
20160520,-0.000768639,3000,-0.012,0.0075,0.0085,-0.0027,-0.004,-0.0039
20160523,0,100,-0.0043,-0.0018,0.0024,-0.0032,-0.0024,0.0014
20160524,-0.00095047,200,0.0009,0.0143,0.0064,-0.0035,-0.001,-0.004
20160525,0.006325831,5000,-0.0158,0.0072,-0.0012,0.0056,0.0024,-0.0015
20160526,0.004179729,1100,0.0051,-0.0004,-0.0016,-0.0054,0.0014,-0.002
20160527,-0.00464386,6100,-0.002,0.0049,0.0036,-0.0017,-0.0011,-0.0009
20160531,0.001541675,3100,-0.0062,-0.0001,0.0047,-0.0037,-0.0021,-0.0028
20160601,0,200,-0.0004,0.002,0.0063,-0.002,-0.0028,0.0002
20160602,0.004681985,2000,-0.0061,0.0035,0.0026,-0.0058,-0.0021,0.0005
20160603,-0.000867923,3400,0.0066,-0.0038,-0.0021,-0.0007,0.005,0.0016
20160606,0.010654541,2900,-0.0135,0.006,0.0072,0.0031,-0.0017,-0.0012
20160607,-0.003001501,7000,-0.0001,0.0012,0.002,0.001,0.0035,0.0022
20160608,0.001508346,300,0.0055,0.0037,0.0043,-0.0009,0.0002,-0.0011
20160609,-0.001017863,5300,0.0116,-0.0027,-0.0044,-0.0024,0.0032,0.0016
20160610,0,200,0.0151,-0.0105,-0.0039,-0.0018,0.0018,0.0057
20160613,-0.014293058,7100,0.0029,-0.0084,-0.0036,0.0012,-0.0023,-0.0006
20160614,-0.009778693,6700,0.0065,-0.0019,0.0013,-0.0072,0.0028,0.0009
20160615,-0.001029866,300,-0.0059,-0.0011,0.0024,-0.0003,-0.0008,0.0008
20160616,0,100,0.0044,0.0024,-0.0033,-0.0045,0.0025,0.0032
20160617,0.003589744,1500,-0.0099,-0.003,0.0006,0.0095,0.0041,0.0048
20160620,-0.00050813,9800,-0.0037,0.0071,0.006,0.0002,-0.0019,0.0009
20160621,0.004617753,2800,0.0058,0.0021,-0.0062,0.005,-0.0019,-0.0003
20160622,0,100,0.0009,-0.002,-0.0031,0.0008,0.0007,-0.0002
20160623,0.007704263,6800,-0.0108,0.0145,0.0056,0.0047,-0.0055,-0.0024
20160624,-0.013014056,13700,0.0203,-0.037,0.0002,-0.0122,0.0098,0.0019
20160627,-0.00436205,10400,0.0277,-0.0207,-0.0108,-0.0072,0.0058,0.0045
20160628,0.002036442,600,-0.0144,0.0176,-0.0036,0.0016,-0.0062,-0.0052
20160629,0,100,-0.0071,0.018,0.0031,-0.0003,-0.0012,-0.0031
20160630,0.006259833,500,0.0064,0.0142,0.0038,0.0042,-0.001,0.003
20160701,0,100,-0.0095,0.0024,0.0047,-0.0043,-0.0007,0.0027
20160705,0.001978136,700,0.0193,-0.0085,-0.0084,-0.0137,0.006,-0.0071
20160706,-0.011843409,1400,-0.0044,0.0062,0.0018,-0.0014,-0.0005,-0.0017
20160707,0,100,-0.0055,0.0002,0.0033,-0.0017,0.0013,-0.0028
20160708,0,200,-0.0061,0.016,0.0097,0.0032,0.0002,0.0029
20160711,-0.003468731,2200,-0.0021,0.0043,0.0068,0.0027,0.0032,-0.0008
20160712,0.002941127,700,-0.0152,0.0075,0.0075,0.0099,-0.0059,0.0067
20160713,-0.006789573,500,0.0086,-0.0005,-0.0047,0.0049,0.0051,-0.0002
20160714,0,100,-0.0061,0.0051,-0.0041,0.0046,-0.0002,0.0003
20160715,0.000739596,1000,-0.0013,-0.0005,0.0029,0.0001,-0.0029,0
20160718,0,300,-0.007,0.0025,0.0001,-0.0013,0.0004,-0.002
20160719,0,100,0.0062,-0.0022,-0.0064,0.0004,0.0046,-0.0024
20160720,0.005714335,200,-0.008,0.0048,0.0039,-0.0089,-0.0005,-0.0035
20160721,0.001720324,600,-0.0031,-0.0038,-0.0005,-0.0004,0.0016,0.0003
20160722,0,100,0.0033,0.0048,0.0028,-0.0013,0.004,-0.0028
20160725,0.001243781,800,-0.0008,-0.0027,-0.0004,-0.0023,0.0043,-0.004
20160726,0,100,-0.0024,0.0013,0.0061,0.0054,-0.0054,0.0071
20160727,0.003767074,500,-0.0089,-0.0014,0.005,-0.0043,-0.0015,-0.0056
20160728,0,200,0.0018,0.0018,-0.0053,-0.0032,-0.001,-0.0015
20160729,0.000194307,500,0.0015,0.0017,-0.0005,0.0001,-0.0002,0.0035
20160801,-0.003814486,1200,-0.0009,-0.0016,0.0006,-0.0089,0.0047,-0.0074
20160802,0.002927459,700,0.0044,-0.007,-0.0061,0.0018,-0.0042,0.0017
20160803,0,100,-0.016,0.0045,0.006,0.0081,-0.0071,0.0017
20160804,-0.003373494,200,0.0056,0.0005,0.0007,-0.0039,0.0017,0.0007
20160805,0,100,-0.0134,0.0093,0.0056,0.0092,-0.0057,-0.0034
20160808,-0.00047824,700,-0.0044,-0.0006,0.0011,0.0051,0.0006,0.0045
20160809,0,100,0.0045,0.0005,-0.0007,-0.0027,-0.0021,-0.0022
20160810,-0.000620703,15300,0.008,-0.0029,-0.0047,-0.0018,0.0062,0
20160811,0,100,-0.0071,0.0054,0.0015,0.0002,-0.0032,0.0021
20160812,-4.72E-05,400,-0.0027,-0.0006,0.0014,-0.0017,-0.0014,-0.0029
20160815,0,0,-0.0105,0.0039,0.0082,0.0039,-0.0027,0.004
20160816,-0.004201681,2400,-0.0034,-0.0057,-0.0019,0.0059,-0.0009,0.0033
20160817,0,100,0.0039,0.0012,-0.0051,0.0025,0.0003,0.0005
20160818,0,400,0.0004,0.0032,0.0049,0.0034,-0.0046,0.0037
20160819,0,100,-0.0025,-0.0011,0.0007,-0.0014,0.0022,-0.0014
20160822,0.002177983,1200,0.0018,-0.0002,0.0023,-0.004,0.0001,-0.0036
20160823,-0.003840749,2300,-0.0044,0.0027,0.0055,-0.0002,-0.0002,0.0006
20160824,-0.006083341,600,0.004,-0.0056,-0.0046,0.0038,0.0043,-0.0009
20160825,-0.002384311,800,0.0041,-0.0008,0.0021,0.0048,-0.0026,0.0028
20160826,0,100,-0.0044,-0.0015,0.0011,-0.001,-0.0039,-0.002
20160829,-0.000997104,400,-0.0019,0.0053,0,0.0034,-0.0007,0.002
20160830,0,200,-0.0044,-0.0014,0.0022,0.0029,-0.0012,-0.0032
20160831,-0.012266458,200,0.0022,-0.0024,-0.0036,0.0014,0.0026,-0.0036
20160901,0,100,0.0066,0.0003,0.0007,-0.005,0.001,-0.0014
20160902,0.003053902,1300,0.0002,0.0053,0.0044,0.0035,-0.0013,0.0019
20160906,0,200,-0.0006,0.0026,0.0003,-0.0054,-0.0062,0.0003
20160907,0.000799624,200,-0.0066,0.0009,0.0062,0.0003,-0.0006,-0.0025
20160908,0.000281954,2700,-0.0061,-0.0018,0.0004,0.0058,-0.0084,0.0041
20160909,0.000476919,1200,-0.0018,-0.0247,-0.0057,0.0041,0.0003,-0.0044
20160912,0,0,-0.0022,0.0144,-0.0003,-0.0044,-0.0015,-0.0018
20160913,0.001311953,700,0.002,-0.0148,-0.003,-0.0043,0.0055,-0.007
20160914,0,200,0.0037,-0.0008,0.0006,-0.0081,0.0009,-0.0045
20160915,0.011450478,300,0.0008,0.0108,0.003,-0.0032,0.0006,-0.0021
20160916,0,0,0.001,-0.0036,0.0029,-0.0045,0.0021,-0.0019
20160919,0,100,0.0003,0.0005,0.0051,0.0015,-0.0008,0.0036
20160920,0,1100,-0.0002,-0.0002,-0.0035,-0.0041,-0.0055,-0.001
20160921,-0.005336079,2200,0.0059,0.0112,0.0021,0.0033,-0.004,0.0052
20160922,0.004597701,1200,-0.0019,0.007,0.0081,-0.0006,0.0008,0.0011
20160923,-0.00232775,300,-0.0036,-0.006,-0.0005,-0.0021,0.0053,-0.0052
20160926,-0.000921142,500,0.0042,-0.0088,-0.003,-0.0035,-0.0015,0.0017
20160927,0.004772727,1800,0.0001,0.0064,-0.0013,-0.0049,-0.0004,-0.0038
20160928,0.003168855,19000,0.003,0.0056,0.0023,0.011,-0.009,0.0115
20160929,-0.005434828,3600,0.0041,-0.0098,-0.0039,0.0052,0.0028,0.0067
20160930,0.007677979,800,-0.0037,0.0088,0.0043,0.0034,-0.002,0.001
20161003,0,300,-0.0008,-0.0026,-0.0004,-0.0013,0.0002,0.0017
20161004,-0.010752688,5400,-0.0052,-0.0046,0.0006,0.0015,0.0011,-0.0031
20161005,0.002821317,7900,-0.0075,0.0058,0.0042,0.0079,-0.0048,0.0044
20161006,-0.018884892,600,0.0076,-0.0006,-0.0023,0.0029,0.0044,0.0023
20161007,0,200,0.0017,-0.0038,-0.0054,0.002,-0.0028,-0.0035
20161010,0,100,0.0011,0.0052,0.0057,0.0004,-0.0055,-0.0019
20161011,-0.006387509,1200,0.0005,-0.013,-0.0057,0.0045,0.0039,0.0008
20161012,-0.006669843,1900,0.0051,0.0006,-0.0022,0.0035,0.0067,0.0014
20161013,0,100,0.0014,-0.0042,-0.0074,-0.0064,0.0033,-0.0015
20161014,-0.007789776,1000,0.0031,0.0001,-0.0035,0.0058,0.0007,0.001
20161017,-0.007843137,179900,0.0049,-0.0029,-0.0002,0.0016,0.001,0.0011
20161018,0.001460516,900,-0.0031,0.006,-0.0016,0.0004,-0.003,-0.0031
20161019,-0.000484027,700,-0.0033,0.0025,0.0013,0.0094,-0.0011,0.0049
20161020,-0.004837929,400,-0.0042,-0.0016,-0.0004,-0.0012,-0.0048,-0.0002
20161021,0.005386925,1000,-0.0025,0.0002,-0.0018,-0.0032,0.0017,-0.0017
20161024,0,400,0.0038,0.0054,0.0006,-0.0018,0.0059,-0.0049
20161025,-0.018260405,4000,0.0002,-0.0046,-0.006,0.0022,0.0001,-0.0002
20161026,0,100,-0.0081,-0.0023,-0.0073,0.0071,0.0012,0.0051
20161027,-0.007334531,300,-0.0023,-0.0033,-0.0094,0.0056,-0.0011,0.0002
20161028,-0.005475361,1000,0.0042,-0.0029,-0.0014,0.0011,-0.0013,0.0036
20161031,-0.003153153,1600,0.0077,0.0002,0.001,0.001,0.0048,-0.0034
20161101,-0.016998954,2600,-0.0022,-0.0068,-0.0038,0.0019,-0.005,-0.0006
20161102,-0.012017387,1000,0.0008,-0.0073,-0.0056,0.0026,0.0097,0.001
20161103,-0.00156001,2000,0.0079,-0.004,-0.0037,0.0105,0.0013,0.008
20161104,0.003335018,1700,-0.006,-0.0012,0.0085,-0.0044,-0.0009,-0.0006
20161107,0.01693176,1000,-0.0023,0.0223,0.0017,-0.0012,-0.0031,-0.0022
20161108,0.009086371,500,0.0055,0.004,-0.0011,-0.0023,-0.0005,0.003
20161109,0.014936709,1900,-0.02,0.0146,0.0213,0.0102,-0.008,0.0072
20161110,-0.005352701,4600,-0.0197,0.0032,0.0146,0.0182,-0.0026,0.0035
20161111,0,600,-0.0026,0.0018,0.0252,-0.0001,0.0002,-0.0033
20161114,0,1400,-0.015,0.0021,0.0091,0.0141,-0.0022,0.0034
20161115,0,500,0.007,0.008,-0.0054,0.0015,-0.005,0.0022
20161116,0,0,0.0066,-0.0012,0.0022,-0.0054,0.0076,-0.0017
20161117,0.010731659,3300,-0.0013,0.0056,0.0016,-0.0015,0.0016,-0.0042
20161118,0.002427184,10100,0.0014,-0.0016,0.0057,0.0039,-0.002,0.0011
20161121,0.002881796,6900,0.0036,0.0077,-0.0026,0.0005,-0.0005,0.0035
20161122,-0.006597057,1100,0.0046,0.0031,0.0064,0.0053,0.0085,0.0029
20161123,0,200,-0.0046,0.0016,0.0056,0.0019,-0.0026,0.0016
20161125,0.004796211,2000,0.0003,0.004,-0.0005,-0.0029,0.0026,-0.0016
20161128,0,600,0.0065,-0.0064,-0.0077,0.0009,0.0068,-0.0035
20161129,-0.013565795,3800,0.003,0.0011,-0.0038,-0.0006,0.0043,-0.005
20161130,-0.009359508,2000,-0.0069,-0.0025,-0.0017,0.0221,-0.0143,0.0199
20161201,0,200,-0.0051,-0.0036,-0.0039,0.0203,0.0031,0.0062
20161202,0,100,0.0046,0,-0.0001,-0.0033,-0.0011,0.0009
20161205,0.001884921,4300,-0.0027,0.0075,0.0112,0.0029,-0.0031,-0.0016
20161206,0.004380893,4900,-0.0045,0.0048,0.0063,0.0022,-0.0016,-0.0008
20161207,0.002496206,1100,0.0009,0.0126,-0.0049,0.0049,0.0084,-0.0001
20161208,0.005341775,1000,-0.0036,0.0036,0.0124,0.0061,-0.0022,-0.001
20161209,-0.001468429,7200,-0.0066,0.0046,-0.0035,0.0019,-0.0006,-0.0004
20161212,-0.001517376,1400,0.0021,-0.003,-0.0098,-0.0013,0.0011,0.0004
20161213,-0.000486381,3200,-0.001,0.006,-0.0058,-0.0026,0.0005,-0.0017
20161214,-0.001907188,1700,0.0002,-0.0082,-0.0039,-0.0029,0.0045,-0.0051
20161215,0.001542195,600,0.0027,0.0046,0.0046,0.003,0.0004,0.0006
20161216,-0.003349282,2800,-0.0088,-0.0022,-0.0001,-0.0041,-0.0015,-0.0001
20161219,0.002880413,900,0.0013,0.0022,0.0032,0.0008,0.0022,0.0005
20161220,0.000864969,1000,0.0043,0.0044,0.005,0.0064,0.0012,0.001
20161221,-0.007744434,800,0.0032,-0.0024,-0.0034,0.0021,0.0015,0.0005
20161222,-0.008823578,1700,0.003,-0.003,-0.0078,0.0026,-0.0021,0.0005
20161223,-0.000836375,200,-0.0039,0.0019,0.0053,-0.005,-0.0036,-0.0015
20161227,0.017436099,700,0.0029,0.0027,0.0023,0.0014,0.0017,0.0004
20161228,-0.009277295,3400,-0.0013,-0.0087,-0.0029,0.0008,0.0018,-0.0015
20161229,0,400,0.0008,-0.0004,0.001,-0.0033,0.0027,0.0002
20161230,-0.000648009,1000,-0.0026,-0.0052,-0.0006,0.002,-0.0011,0.0003
20170103,-0.001026493,600,-0.0061,0.0083,-0.001,0.0005,-0.0021,0.0026
20170104,0.0291497,900,-0.0037,0.0079,0.0097,-0.0016,-0.0047,-0.0004
20170105,0.002369668,37400,-0.006,-0.0021,-0.0102,-0.0079,-0.0022,-0.0008
20170106,-0.00023402,4400,-0.0018,0.0029,-0.0074,-0.0031,-0.0035,-0.003
20170109,0.006744186,25000,-0.0037,-0.0037,-0.0034,-0.0104,0.0014,-0.0052
20170110,0.003657979,6600,0.0071,0.0016,0.0093,0.0044,0.0004,0.0005
20170111,-0.005479406,16900,0.0065,0.0031,-0.0015,0.0066,0.0007,0.0027
20170112,0.012993086,1700,-0.0054,-0.003,-0.0064,-0.0087,0.0005,-0.0028
20170113,0.002226114,2100,0.0017,0.0029,0.006,-0.0008,-0.0027,-0.0017
20170117,-0.000920009,6000,-0.0091,-0.0049,-0.0096,-0.0063,0.0059,0.0039
20170118,-0.003200823,8400,0.0052,0.0024,0.002,0.0024,-0.0011,-0.001
20170119,-0.005467016,4700,0.0034,-0.0038,-0.0055,-0.0004,-0.001,-0.0003
20170120,-0.008666061,13600,0.0018,0.0033,0.0009,0.002,0.0014,0.0001
20170123,-0.00236902,6600,0.0008,-0.0029,-0.0006,-0.0032,0.0043,-0.0035
20170124,0.008226691,4000,0.0118,0.0083,0.0079,0.0082,-0.0024,0.0049
20170125,0.001125203,4400,0.005,0.0084,0.0021,0.0044,-0.0026,-0.0016
20170126,-0.009630459,5800,0.0054,-0.001,-0.0058,0.0041,-0.0008,-0.0016
20170127,0.001128623,4900,0.0005,-0.0012,-0.0006,-0.0068,0.0011,0.0005
20170130,-0.011989223,2200,-0.007,-0.0068,-0.0074,-0.0046,0.006,-0.0015
20170131,0.001859456,2200,-0.0067,0,0.0081,-0.0057,-0.0039,-0.0025
20170201,-0.006068719,2700,0.0048,0.0003,-0.0008,0.0004,0.0022,-0.0023
20170202,0.007643885,4900,-0.005,-0.0002,-0.003,-0.0032,-0.0031,0.0016
20170203,0.004037595,8000,0.0089,0.0082,0.0062,0.0075,-0.005,0.0031
20170206,-0.000446473,5500,-0.0024,-0.0027,-0.0063,-0.002,0.001,-0.0021
20170207,-0.00845563,1400,-0.0024,-0.0001,-0.0037,-0.0051,0.0039,-0.0023
20170208,0.001781693,400,-0.0063,0.0006,-0.0028,-0.0059,0.003,-0.0008
20170209,0.004601183,700,0.0046,0.0072,0.007,0.0007,-0.0027,0.0005
20170210,-0.000869987,4000,-0.0033,0.0038,0.0041,0.0015,0.0001,0.0014
20170213,-0.002596365,7000,0.0032,0.0049,-0.0026,0.0033,0,0.0004
20170214,0.003891051,11600,0.0012,0.0045,-0.0018,0.0035,-0.0044,-0.0008
20170215,0.000777495,9400,-0.0024,0.0054,0.0014,-0.0042,0.002,-0.0006
20170216,-0.004763967,2700,-0.0006,-0.0016,-0.0022,0.0001,0.0027,-0.0023
20170217,0.00726936,2800,-0.0042,0.002,-0.0006,-0.0054,0.0001,-0.004
20170221,-0.003008122,2200,0.0007,0.006,0.0006,0.0013,0.0032,0.0037
20170222,-0.002024074,2400,-0.0007,-0.0015,-0.0038,0.0011,0.0048,-0.0033
20170223,-0.014586015,5300,-0.0054,-0.0011,-0.0071,0.0024,-0.0026,-0.0045
20170224,0.007048458,5700,-0.0061,0.0015,-0.0011,-0.0098,0.0033,-0.0023
20170227,0.014827737,2700,0.0014,0.0022,0.0085,-0.0033,-0.0038,-0.0015
20170228,-0.011752137,9700,0.0013,-0.0042,-0.0136,0.0016,0,-0.002
20170301,0.008542282,2300,0.0127,0.0147,0.0052,0.0077,-0.0054,0.0054
20170302,-0.008571063,2200,-0.0115,-0.007,-0.0054,-0.009,0.0063,-0.0043
20170303,-0.002150495,3000,0.0064,0.0009,-0.0018,0.0014,-0.0007,-0.001
20170306,0.00344972,2300,0.0002,-0.0038,-0.0041,-0.0008,-0.0005,0.0001
20170307,0.004103715,1200,0.001,-0.0036,-0.0035,-0.0006,0.0009,-0.0025
20170308,-0.00304586,4300,-0.0067,-0.0019,-0.0019,-0.0082,0.0044,-0.0075
20170309,-0.009689837,1300,-0.0019,0.0004,-0.0053,-0.0023,-0.0059,-0.0014
20170310,0.000862354,800,-0.0019,0.0034,0.0006,-0.0047,0.0028,0.0004
20170313,0.004716981,3500,0.0054,0.0013,0.0032,-0.0006,-0.0011,0.0004
20170314,0.002572856,5100,-0.0016,-0.0036,-0.0022,-0.0001,0.005,-0.0025
20170315,0.009195894,2200,-0.0005,0.0086,0.0069,-0.0046,-0.0012,0.005
20170316,-0.001052937,1700,-0.0017,-0.0006,0.0044,0.0023,-0.0016,-0.0036
20170317,0.000548439,2200,0.0013,-0.0008,0.0058,-0.0033,0.0015,0.0002
20170320,0.002962421,4200,-0.0001,-0.0025,-0.002,-0.0072,-0.0015,-0.0005
20170321,-0.031567926,10600,-0.0168,-0.0148,-0.014,-0.0071,0.0086,0.0029
20170322,0.000869565,5200,0.0022,0.0016,-0.0033,-0.0056,0.0016,-0.0016
20170323,0.004143044,1800,0.0015,-0.0003,0.0074,0.0049,-0.0003,0.002
20170324,-0.001724181,1000,0.0008,-0.0005,0.0011,-0.0021,-0.0027,-0.0032
20170327,0.013846776,5400,-0.0032,-0.0005,0.0047,-0.0049,-0.0021,-0.0027
20170328,0.001485569,1200,0.0037,0.0072,-0.0005,0.0072,0.0005,0.0039
20170329,0.004645313,9600,-0.0046,0.0018,0.0033,-0.0009,-0.0025,0.0013
20170330,-0.00375944,2600,0.0072,0.0036,0.0042,0.0092,-0.0006,-0.0016
20170331,0.002091133,3500,0,-0.0016,0.0055,-0.0032,0.0004,0.0009
20170403,-0.003318125,6500,0.0004,-0.0028,-0.0115,-0.0008,-0.0015,-0.0007
20170404,0,900,0.0037,0.0005,-0.0024,0.0032,-0.0008,0.002
20170405,-0.012729466,5500,-0.0045,-0.0044,-0.0083,-0.003,0.0046,-0.001
20170406,-0.001847879,6400,0.0008,0.0032,0.0074,0.0048,-0.0013,0.0037
20170407,0.007744108,6400,0.0001,-0.0008,0.0007,-0.0026,0.0001,-0.0005
20170410,-0.0054092,4500,-0.009,0.0008,0.0014,0.0007,0.0019,0.0049
20170411,-0.000124886,8800,0.0013,-0.0005,0.008,0.0023,0.0021,0.0019
20170412,-0.010552555,2500,-0.0059,-0.0049,-0.0094,-0.0055,-0.0004,-0.0054
20170413,0,5400,-0.0031,-0.0075,-0.0034,-0.0081,-0.0003,-0.0038
20170417,0.004859614,6000,0.0052,0.0089,0.0029,0.0024,0.0002,-0.0014
20170418,0.000828542,12300,-0.0002,-0.0025,0.0031,-0.0018,0.0031,0.0011
20170419,-0.003690037,15900,0.002,-0.0008,0.0056,-0.0045,0.0044,-0.0084
20170420,0.004911953,11700,0.0041,0.0083,0.0059,0.0026,0.002,-0.0019
20170421,-0.010166734,5400,0.0016,-0.0028,0.0006,-0.0015,0.0035,-0.0019
20170424,-0.0128,10000,0.0094,0.0118,0.0028,0.005,-0.0007,0.0016
20170425,0.004415897,17500,0.0011,0.0065,0.0039,-0.0007,-0.0037,0.0031
20170426,0.008761409,14300,-0.0021,0.0004,0.0075,0.0031,0.0023,0.0001
20170427,0.005503105,33400,0.0023,0.0005,-0.002,-0.0097,0.002,-0.0057
20170428,-0.01871345,13900,-0.0008,-0.003,-0.0076,-0.0061,0.0011,-0.0019
20170501,0.009026648,36800,0.0098,0.0021,0.0025,-0.0012,-0.0018,-0.0051
20170502,-0.002718447,21700,-0.0059,0.0003,-0.0047,-0.0021,0.0039,-0.0035
